App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C16_app872	abhor	abhor	abhor	abhor	abhor
C16_app873	me <lb n="c56-0127__main__4"/>	me;	me;	me;	me;
C16_app874	What hope	what hope	what hope	what hope	what hope
C16_app875	<del rend="strikethrough" sID="c56-0127__main__d2e26903"/>have I then from<del eID="c56-0127__main__d2e26903"/>can	can	can	can	can
C16_app876	I gather from your	I gather from your	I gather from your	I gather from your	I gather from your
C16_app877	<lb n="c56-0127__main__5"/> fellow creatures	fellow-creatures,	fellow-creatures,	fellow-creatures,	fellow-creatures,
C16_app878	<metamark function="insert">^</metamark>who owe me	who owe me	who owe me	who owe me	who owe me
C16_app879	nothing.—They	nothing? they	nothing? they	nothing? they	nothing? they
C16_app880	spurn and	spurn and	spurn and	spurn and	spurn and
C16_app881	<del rend="strikethrough" sID="c56-0127__main__d2e26926"/>abhor<del eID="c56-0127__main__d2e26926"/><metamark function="insert">^</metamark>hate<lb n="c56-0127__main__6"/>	hate	hate	hate	hate
C16_app882	me. The	me. The	me. The	me. The	me. The
C16_app883	desart	desert	desert	desert	desert
C16_app884	mountains and	mountains and	mountains and	mountains and	mountains and
C16_app885	mourful <lb n="c56-0127__main__7"/>	dreary	dreary	dreary	dreary
C16_app886	glaciers are my	glaciers are my	glaciers are my	glaciers are my	glaciers are my
C16_app887	refuge—I	refuge. I	refuge. I	refuge. I	refuge. I
C16_app888	have wandered	have wandered	have wandered	have wandered	have wandered
C16_app889	<lb n="c56-0127__main__8"/>				
C16_app890	here many	here many	here many	here many	here many
C16_app891	days–	days;	days;	days;	days;
C16_app892	The caves of	the caves of	the caves of	the caves of	the caves of
C16_app893	ice <del rend="strikethrough" sID="c56-0127__main__d2e26948"/>are my<del eID="c56-0127__main__d2e26948"/>which<lb n="c56-0127__main__9"/>	ice, which	ice, which	ice, which	ice, which
C16_app894	I only do not	I only do not	I only do not	I only do not	I only do not
C16_app895	fear	fear,	fear,	fear,	fear,
C16_app896	are a dwelling to	are a dwelling to	are a dwelling to	are a dwelling to	are a dwelling to
C16_app897	me	me,	me,	me,	me,
C16_app898	and	and	and	and	and
C16_app899	<lb n="c56-0127__main__10"/>				
C16_app900	the only one which man does not	the only one which man does not	the only one which man does not	the only one which man does not	the only one which man does not
C16_app901	grudge <lb n="c56-0127__main__11"/><del rend="strikethrough" sID="c56-0127__main__d2e26964"/>to me<del eID="c56-0127__main__d2e26964"/> — <del rend="strikethrough" sID="c56-0127__main__d2e26967"/>And food<del eID="c56-0127__main__d2e26967"/> –	grudge.	grudge.	grudge.	grudge.
C16_app902	These bleak skies I	These bleak skies I	These bleak skies I	These bleak skies I	These bleak skies I
C16_app903	<lb n="c56-0127__main__12"/> hail	hail,	hail,	hail,	hail,
C16_app904	for they are kinder to me than	for they are kinder to me than	for they are kinder to me than	for they are kinder to me than	for they are kinder to me than
C16_app905	<del rend="strikethrough" sID="c56-0127__main__d2e26978"/>man<del eID="c56-0127__main__d2e26978"/>your fellow <del rend="strikethrough" sID="c56-0127__main__d2e26983"/>creatures<del eID="c56-0127__main__d2e26983"/><metamark function="insert">^</metamark>beings<lb n="c56-0127__main__13"/><del rend="strikethrough" sID="c56-0127__main__d2e26999"/>and<del eID="c56-0127__main__d2e26999"/><del rend="strikethrough" sID="c56-0127__main__d2e27002"/>But I no<del eID="c56-0127__main__d2e27002"/><metamark function="insert">^</metamark><del rend="strikethrough" sID="c56-0127__main__d2e27013"/>They<del eID="c56-0127__main__d2e27013"/><del rend="strikethrough" sID="c56-0127__main__d2e27016"/>Man<del eID="c56-0127__main__d2e27016"/><del next="#c56-0127.03" rend="strikethrough" sID="c56-0127__main__d2e27024"/>hates me and i<del eID="c56-0127__main__d2e27024"/><del rend="unmarked" sID="c56-0127__main__d2e27030"/>f<del eID="c56-0127__main__d2e27030"/><lb n="c56-0127__main__14"/><del rend="strikethrough" sID="c56-0127__main__d2e27037" xml:id="c56-0127.03"/>they<del eID="c56-0127__main__d2e27037"/><mdel/><lb n="c56-0127__left_margin__1"/>	your fellow-beings.	your fellow-beings.	your fellow-beings.	your fellow-beings.
C16_app906	If the	If the	If the	If the	If the
C16_app907	<lb n="c56-0127__left_margin__2"/>				
C16_app908	multitude	multitude	multitude	multitude	multitude
C16_app909	<lb n="c56-0127__left_margin__3"/>				
C16_app910	of mankind knew of my	of mankind knew of my	of mankind knew of my	of mankind knew of my	of mankind knew of my
C16_app911	existence	existence,	existence,	existence,	existence,
C16_app912	<metamark function="insert">^</metamark>they would	they would	they would	they would	they would
C16_app913		do	do	do	do
C16_app914	as	as	as	as	as
C16_app915	you<metamark function="insert">^</metamark>do<lb n="c56-0127__main__15"/>	you do, and	you do, and	you do, and	you do, and
C16_app916	arm themselves for my	arm themselves for my	arm themselves for my	arm themselves for my	arm themselves for my
C16_app917	destruction – <del rend="strikethrough" sID="c56-0127__main__d2e27091"/>And<del eID="c56-0127__main__d2e27091"/><lb n="c56-0127__main__16"/><mdel>s</mdel>Shall	destruction. Shall	destruction. Shall	destruction. Shall	destruction. Shall
C16_app918	I not then hate them who abhor	I not then hate them who abhor	I not then hate them who abhor	I not then hate them who abhor	I not then hate them who abhor
C16_app919	me <lb n="c56-0127__main__17"/>	me?	me?	me?	me?
C16_app920	I <metamark function="insert">^</metamark>will keep no	I will keep no	I will keep no	I will keep no	I will keep no
C16_app921	<del rend="strikethrough" sID="c56-0127__main__d2e27123"/>temm<del eID="c56-0127__main__d2e27123"/>				
C16_app922	terms with <metamark function="insert">^</metamark>my	terms with my	terms with my	terms with my	terms with my
C16_app923	enemies <del rend="strikethrough" sID="c56-0127__main__d2e27139"/>and<del eID="c56-0127__main__d2e27139"/><lb n="c56-0127__main__18"/>	<pb n="028" xml:id="F1818_v2_032"/>enemies.	<pb n="028" xml:id="F1818_v2_032"/>enemies.	<pb n="209" xml:id="F1823_v1_228"/>enemies.	enemies.
C16_app924	I am	I am	I am	I am	I am
C16_app925	miserable	miserable,	miserable,	miserable,	miserable,
C16_app926	& they shall share my	and they shall share my	and they shall share my	and they shall share my	and they shall share my
C16_app927	<lb n="c56-0127__main__19"/> wretchedness–	wretchedness.	wretchedness.	wretchedness.	wretchedness.
C16_app928	Yet it is in your	Yet it is in your	Yet it is in your	Yet it is in your	Yet it is in your
C16_app929	pow<mdel>re</mdel>er<lb n="c56-0127__main__20"/>	power	power	power	power
C16_app930	to recompense	to recompense	to recompense	to recompense	to recompense
C16_app931	me	me,	me,	me,	me,
C16_app932	and deliver them from	and deliver them from	and deliver them from	and deliver them from	and deliver them from
C16_app933	<lb n="c56-0127__main__21"/>				
C16_app934	an evil	an evil	an evil	an evil	an evil
C16_app935	which<metamark function="insert">^</metamark>it<lb n="c56-0127__left_margin__1"/>	which it	which it	which it	which it
C16_app936	only remains	only remains	only remains	only remains	only remains
C16_app937	<lb n="c56-0127__left_margin__2"/>				
C16_app938	for you to	for you to	for you to	for you to	for you to
C16_app939	<lb n="c56-0127__left_margin__3"/>				
C16_app940	make so	make so	make so	make so	make so
C16_app941	<lb n="c56-0127__left_margin__4"/>				
C16_app942	great, that	great, that	great, that	great, that	great, that
C16_app943	<lb n="c56-0127__left_margin__5"/>				
C16_app944	not only you <lb n="c56-0127__left_margin__6"/>& your	not only you and your	not only you and your	not only you and your	not only you and your
C16_app945	family <lb n="c56-0127__left_margin__7"/>	family,	family,	family,	family,
C16_app946	but thousands	but thousands	but thousands	but thousands	but thousands
C16_app947	<lb n="c56-0127__left_margin__8"/>				
C16_app948	of	of	of	of	of
C16_app949	others	others,	others,	others,	others,
C16_app950	shall	shall	shall	shall	shall
C16_app951	<lb n="c56-0127__left_margin__9"/>				
C16_app952	be swallowed	be swallowed	be swallowed	be swallowed	be swallowed
C16_app953	<lb n="c56-0127__left_margin__10"/>				
C16_app954	up in the	up in the	up in the	up in the	up in the
C16_app955	<lb n="c56-0127__left_margin__11"/>				
C16_app956	whirlwinds of	whirlwinds of	whirlwinds of	whirlwinds of	whirlwinds of
C16_app957	<lb n="c56-0127__left_margin__12"/>				
C16_app958	its	its	its	its	its
C16_app959	rage.<del rend="strikethrough" sID="c56-0127__main__d2e27212"/>you<del eID="c56-0127__main__d2e27212"/><del rend="strikethrough" sID="c56-0127__main__d2e27218"/>have bestowed on them<del eID="c56-0127__main__d2e27218"/>. <lb n="c56-0127__main__22"/>	rage.	rage.	rage.	rage.
C16_app960	Let your compassion	Let your compassion	Let your compassion	Let your compassion	Let your compassion
C16_app961	and justice				
C16_app962	be	be	be	be	be
C16_app963	<lb n="c56-0127__main__23"/> moved	moved,	moved,	moved,	moved,
C16_app964	and do	and do	and do	and do	and do
C16_app965	not	not	not	not	<pb n="85" xml:id="F1831_v_101"/>not
C16_app966	disdain me. Listen	disdain me. Listen	disdain me. Listen	disdain me. Listen	disdain me. Listen
C16_app967	<lb n="c56-0127__main__24"/>				
C16_app968	to my	to my	to my	to my	to my
C16_app969	tale !	tale:	tale:	tale:	tale:
C16_app970	when you have heard	when you have heard	when you have heard	when you have heard	when you have heard
C16_app971	that <lb n="c56-0127__main__25"/> deny	that, abandon	that, abandon	that, abandon	that, abandon
C16_app972	or	or	or	or	or
C16_app973	comiserate<del rend="strikethrough" sID="c56-0127__main__d2e27234"/>d<del eID="c56-0127__main__d2e27234"/> me	commiserate me,	commiserate me,	commiserate me,	commiserate me,
C16_app974	as you shall	as you shall	as you shall	as you shall	as you shall
C16_app975	<lb n="c56-0127__main__26"/>				
C16_app976	judge that I	judge that I	judge that I	judge that I	judge that I
C16_app977	deserve–.	deserve.	deserve.	deserve.	deserve.
C16_app978	But	But	But	But	But
C16_app979	<del rend="strikethrough" sID="c56-0127__main__d2e27248"/>here<del eID="c56-0127__main__d2e27248"/><metamark function="insert">^</metamark>hear me –The <lb n="c56-0127__main__27"/>	hear me. The	hear me. The	hear me. The	hear me. The
C16_app980	guilty	guilty	guilty	guilty	guilty
C16_app981	<del rend="strikethrough" sID="c56-0127__main__d2e27263"/>may<del eID="c56-0127__main__d2e27263"/>				
C16_app982	are	are	are	are	are
C16_app983	allowed	allowed,	allowed,	allowed,	allowed,
C16_app984	by human laws,	by human laws,	by human laws,	by human laws,	by human laws,
C16_app985	<lb n="c56-0127__main__28"/>				
C16_app986	bloody as they	bloody as they	bloody as they	bloody as they	bloody as they
C16_app987	<del rend="strikethrough" sID="c56-0127__main__d2e27270"/>are<del eID="c56-0127__main__d2e27270"/>may	may	may	are,	are,
C16_app988	be,	be,	be,		
C16_app989	to speak in their own defence <lb n="c56-0127__main__29"/>before they are	to speak in their own defence before they are	to speak in their own defence before they are	to speak in their own defence before they are	to speak in their own defence before they are
C16_app990	condemned	condemned.	condemned.	condemned.	condemned.
C16_app991	Listen to	Listen to	Listen to	Listen to	Listen to
C16_app992	me Frankenstein <del rend="strikethrough" sID="c56-0127__main__d2e27286"/>for you are<del eID="c56-0127__main__d2e27286"/><lb n="c56-0128__main__1"/>	me, Frankenstein.	me, Frankenstein.	me, Frankenstein.	me, Frankenstein.
C16_app993	you accuse me of	You accuse me of	You accuse me of	You accuse me of	You accuse me of
C16_app994	muder	murder;	murder;	murder;	murder;
C16_app995	and yet	and yet	and yet	and yet	and yet
C16_app996	<del rend="strikethrough" sID="c56-0128__main__d2e27299"/>wh<del eID="c56-0128__main__d2e27299"/><lb n="c56-0128__main__2"/>				
C16_app997	you	you	you	you	you
C16_app998	would	would,	would,	would,	would,
C16_app999	with a	with a	with a	with a	with a
C16_app1000	<del rend="strikethrough" sID="c56-0128__main__d2e27304"/>s<del eID="c56-0128__main__d2e27304"/> satisfi<del rend="strikethrough" sID="c56-0128__main__d2e27310"/>c<del eID="c56-0128__main__d2e27310"/>ed conscience <lb n="c56-0128__main__3"/>	satisfied conscience,	satisfied conscience,	satisfied conscience,	satisfied conscience,
C16_app1001	destroy	destroy	destroy	destroy	destroy
C16_app1002	<del rend="strikethrough" sID="c56-0128__main__d2e27317"/>thy<del eID="c56-0128__main__d2e27317"/>thine	your	your	your	your
C16_app1003	own	own	own	own	own
C16_app1004	creature –Oh	creature. Oh,	creature. Oh,	creature. Oh,	creature. Oh,
C16_app1005	praise the eter<lb n="c56-0128__main__4"/>nal justice of	praise the eternal justice of	praise the eternal justice of	praise the eternal justice of	praise the eternal justice of
C16_app1006	man!—Yet	man! Yet	man! Yet	man! Yet	man! Yet
C16_app1007	I ask you	I ask you	I ask you	I ask you	I ask you
C16_app1008	<lb n="c56-0128__main__5"/>				
C16_app1009	not to spare	not to spare	not to spare	not to spare	not to spare
C16_app1010	me,	me:	me:	me:	me:
C16_app1011	listen	listen	listen	listen	listen
C16_app1012		to	to	to	to
C16_app1013		me;	me;	<pb n="210" xml:id="F1823_v1_229"/>me;	me;
C16_app1014	and	and	and	and	and
C16_app1015	then,	<pb n="029" xml:id="F1818_v2_033"/>then,	<pb n="029" xml:id="F1818_v2_033"/>then,	then,	then,
C16_app1016	if	if	if	if	if
C16_app1017	<lb n="c56-0128__main__6"/>				
C16_app1018	you	you	you	you	you
C16_app1019	<metamark>^</metamark>can	can,	can,	can,	can,
C16_app1020	and if you will, destroy the work of your	and if you will, destroy the work of your	and if you will, destroy the work of your	and if you will, destroy the work of your	and if you will, destroy the work of your
C16_app1021	hands."<milestone unit="tei:p"/><lb n="c56-0128__main__7"/> "Why" cried I–"do	hands.”<p eID="novel1_letter4_chapter9_div4_div10_p13"/><p sID="novel1_letter4_chapter9_div4_div10_p14"/>“Why do	hands.”<p eID="novel1_letter4_chapter9_div4_div10_p13"/><p sID="novel1_letter4_chapter9_div4_div10_p14"/>“Why do	hands.”<p eID="novel1_letter4_chapter9_div4_div9_p13"/><p sID="novel1_letter4_chapter9_div4_div9_p14"/>“Why do	hands.”<p eID="novel1_letter4_chapter10_div4_div10_p13"/><p sID="novel1_letter4_chapter10_div4_div10_p14"/>“Why do
C16_app1022	you	you	you	you	you
C16_app1023	<del rend="strikethrough" sID="c56-0128__main__d2e27355"/>ever<del eID="c56-0128__main__d2e27355"/>				
C16_app1024	call to my	call to my	call to my	call to my	call to my
C16_app1025	<lb n="c56-0128__main__8"/>			remembrance,” I rejoined, “circumstances,	remembrance,” I rejoined, “circumstances,
C16_app1026	remembrance	remembrance	remembrance		
C16_app1027	<del rend="strikethrough" sID="c56-0128__main__d2e27360"/>those<del eID="c56-0128__main__d2e27360"/>				
C16_app1028	circumstances	circumstances	circumstances		
C16_app1029	of which	of which	of which	of which	of which
C16_app1030	<lb n="c56-0128__main__9"/>				
C16_app1031	I shudder to	I shudder to	I shudder to	I shudder to	I shudder to
C16_app1032	reflect <del rend="strikethrough" sID="c56-0128__main__d2e27370"/>ever re occured<del eID="c56-0128__main__d2e27370"/>that	reflect, that	reflect, that	reflect, that	reflect, that
C16_app1033	I have been the<lb n="c56-0128__left_margin__1"/> miserable	I have been the miserable	I have been the miserable	I have been the miserable	I have been the miserable
C16_app1034	<lb n="c56-0128__left_margin__2"/>				
C16_app1035	origin <lb n="c56-0128__left_margin__3"/>&	origin and	origin and	origin and	origin and
C16_app1036	author – <lb n="c56-0128__main__10"/>	author?	author?	author?	author?
C16_app1037	Cursed be the	Cursed be the	Cursed be the	Cursed be the	Cursed be the
C16_app1038	<del rend="strikethrough" sID="c56-0128__main__d2e27395"/>night o during which you<del eID="c56-0128__main__d2e27395"/><lb n="c56-0128__main__11"/> day	day, abhorred devil,	day, abhorred devil,	day, abhorred devil,	day, abhorred devil,
C16_app1039	in which you first saw	in which you first saw	in which you first saw	in which you first saw	in which you first saw
C16_app1040	light,	light!	light!	light!	light!
C16_app1041	cursed	Cursed	Cursed	Cursed	Cursed
C16_app1042	<lb n="c56-0128__main__12"/>				
C16_app1043	(although I curse myself) be the hands	(although I curse myself) be the hands	(although I curse myself) be the hands	(although I curse myself) be the hands	(although I curse myself) be the hands
C16_app1044	<lb n="c56-0128__main__13"/>				
C16_app1045	that formed	that formed	that formed	that formed	that formed
C16_app1046	you!—	you!	you!	you!	you!
C16_app1047	You have made	You have made	You have made	You have made	You have made
C16_app1048	<lb n="c56-0128__main__14"/>				
C16_app1049	me wretched beyond	me wretched beyond	me wretched beyond	me wretched beyond	me wretched beyond
C16_app1050	expression <metamark>^</metamark>You	expression. You	expression. You	expression. You	expression. You
C16_app1051	have left me no power to	have left me no power to	have left me no power to	have left me no power to	have left me no power to
C16_app1052	considerwhether	consider whether	consider whether	consider whether	consider whether
C16_app1053	I am just to	I am just to	I am just to	I am just to	I am just to
C16_app1054	you	you,	you,	you,	you,
C16_app1055	or	or	or	or	or
C16_app1056	no. begone, <lb n="c56-0128__main__15"/>	not. Begone!	not. Begone!	not. Begone!	not. Begone!
C16_app1057	relieve me from	relieve me from	relieve me from	relieve me from	relieve me from
C16_app1058	<del rend="strikethrough" sID="c56-0128__main__d2e27426"/>they<del eID="c56-0128__main__d2e27426"/>your sight<milestone unit="tei:p"/><lb n="c56-0128__main__16"/>Thus	the sight of your detested form.”<p eID="novel1_letter4_chapter9_div4_div10_p14"/><p sID="novel1_letter4_chapter9_div4_div10_p15"/>“Thus	the sight of your detested form.”<p eID="novel1_letter4_chapter9_div4_div10_p14"/><p sID="novel1_letter4_chapter9_div4_div10_p15"/>“Thus	the sight of your detested form.”<p eID="novel1_letter4_chapter9_div4_div9_p14"/><p sID="novel1_letter4_chapter9_div4_div9_p15"/>“Thus	the sight of your detested form.”<p eID="novel1_letter4_chapter10_div4_div10_p14"/><p sID="novel1_letter4_chapter10_div4_div10_p15"/>“Thus
C16_app1059	I relieve	I relieve	I relieve	I relieve	I relieve
C16_app1060	you, Creator<lb n="c56-0128__main__17"/>he replied &<del rend="strikethrough" sID="c56-0128__main__d2e27446"/>He<del eID="c56-0128__main__d2e27446"/>	thee, my creator,” he said, and	thee, my creator,” he said, and	thee, my creator,” he said, and	thee, my creator,” he said, and
C16_app1061	placed his	placed his	placed his	placed his	placed his
C16_app1062	abhorred hand<del rend="strikethrough" sID="c56-0128__main__d2e27451"/>s<del eID="c56-0128__main__d2e27451"/>	hated hands	hated hands	hated hands	hated hands
C16_app1063	before	before	before	before	before
C16_app1064	<lb n="c56-0128__main__18"/>				
C16_app1065	my	my	my	my	my
C16_app1066	eyes – <del rend="strikethrough" sID="c56-0128__main__d2e27459"/>Thus will I relieve yo<del eID="c56-0128__main__d2e27459"/><mdel>u</mdel>which	eyes, which	eyes, which	eyes, which	eyes, which
C16_app1067	I flung from me with	I flung from me with	I flung from me with	I flung from me with	I flung from me with
C16_app1068	violence – Creator <lb n="c56-0128__main__19"/> he replied –fro<mdel>n</mdel>m the	violence; “thus I take from thee a	violence; “thus I take from thee a	violence; “thus I take from thee a	violence; “thus I take from thee a
C16_app1069	sight	sight	sight	sight	sight
C16_app1070	of one whom <lb n="c56-0128__main__20"/>	which	which	which	which
C16_app1071	you	you	you	you	you
C16_app1072	abhor.–still you can	abhor. Still thou canst	abhor. Still thou canst	abhor. Still thou canst	abhor. Still thou canst
C16_app1073	listen to	listen to	listen to	listen to	listen to
C16_app1074	me <lb n="c56-0128__main__21"/>	me,	me,	me,	me,
C16_app1075	and grant me	and grant me	and grant me	and grant me	and grant me
C16_app1076	your compassion –By the <lb n="c56-0128__main__22"/>	thy	thy	thy	thy
C16_app1077		compassion.	compassion.	<pb n="211" xml:id="F1823_v1_230"/>compassion.	compassion.
C16_app1078		By	By	By	By
C16_app1079	the virtues	the virtues	the virtues	the virtues	the virtues
C16_app1080		that	that	that	that
C16_app1081	I	I	I	I	I
C16_app1082	<del rend="strikethrough" sID="c56-0128__main__d2e27491"/>c<del eID="c56-0128__main__d2e27491"/>once possessed	<pb n="030" xml:id="F1818_v2_034"/>once	<pb n="030" xml:id="F1818_v2_034"/>once	once	once
C16_app1083		possessed,	possessed,	possessed,	possessed,
C16_app1084	I demand this	I demand this	I demand this	I demand this	I demand this
C16_app1085	<lb n="c56-0128__main__23"/> of you – <del rend="strikethrough" sID="c56-0128__main__d2e27496"/>Lis<del eID="c56-0128__main__d2e27496"/>	from you.	from you.	from you.	from you.
C16_app1086	Hear my	Hear my	Hear my	Hear my	Hear my
C16_app1087	<del rend="strikethrough" sID="c56-0128__main__d2e27499"/>tale<del eID="c56-0128__main__d2e27499"/> tale –It	tale; it	tale; it	tale; it	tale; it
C16_app1088	is	is	is	is	is
C16_app1089	<lb n="c56-0128__main__24"/>				
C16_app1090	long and	long and	long and	long and	long and
C16_app1091	strange <del rend="strikethrough" sID="c56-0128__main__d2e27505"/>but<del eID="c56-0128__main__d2e27505"/>	strange,	strange,	strange,	strange,
C16_app1092	and the temperature	and the temperature	and the temperature	and the temperature	and the temperature
C16_app1093	<lb n="c56-0128__main__25"/>				
C16_app1094	of this place is not fitting	of this place is not fitting	of this place is not fitting	of this place is not fitting	of this place is not fitting
C16_app1095	<del rend="strikethrough" sID="c56-0128__main__d2e27510"/>y<del eID="c56-0128__main__d2e27510"/>				
C16_app1096	to your	to your	to your	to your	to your
C16_app1097	<lb n="c56-0128__main__26"/>				
C16_app1098	fine sensations; come to the hut	fine sensations; come to the hut	fine sensations; come to the hut	fine sensations; come to the hut	fine sensations; come to the hut
C16_app1099	on <del next="#c56-0128.05" rend="strikethrough" sID="c56-0128__main__d2e27519"/>Motan<del eID="c56-0128__main__d2e27519"/>the mountain<lb n="c56-0128__main__27"/><del rend="strikethrough" sID="c56-0128__main__d2e27527" xml:id="c56-0128.05"/>vert<del eID="c56-0128__main__d2e27527"/> –	upon the mountain.	upon the mountain.	upon the mountain.	upon the mountain.
C16_app1100	The sun is yet high in the<lb n="c56-0129__main__1"/>	The sun is yet high in the	The sun is yet high in the	The sun is yet high in the	The sun is yet high in the
C16_app1101	heavens –	heavens;	heavens;	heavens;	heavens;
C16_app1102	before it descends to	before it descends to	before it descends to	before it descends to	before it descends to
C16_app1103	<del rend="strikethrough" sID="c56-0129__main__d2e27542"/>its lowest<del eID="c56-0129__main__d2e27542"/><lb n="c56-0129__main__2"/>				
C16_app1104	hide itself behind	hide itself behind	hide itself behind	hide itself behind	hide itself behind
C16_app1105	<del rend="strikethrough" sID="c56-0129__main__d2e27549"/>thes<del eID="c56-0129__main__d2e27549"/><mdel>e</mdel>yon mountains	yon snowy precipices,	yon snowy precipices,	yon snowy precipices,	yon snowy precipices,
C16_app1106	and	and	and	and	and
C16_app1107	<lb n="c56-0129__main__3"/> illuminates	illuminate	illuminate	illuminate	illuminate
C16_app1108	another	another	another	another	another
C16_app1109	world	world,	world,	world,	world,
C16_app1110	you will have	you will have	you will have	you will have	you will have
C16_app1111	<lb n="c56-0129__main__4"/>				
C16_app1112	heard my	heard my	heard my	heard my	heard my
C16_app1113	story	story,	story,	story,	story,
C16_app1114	and can decide.	and can decide.	and can decide.	and can decide.	and can decide.
C16_app1115	<del rend="strikethrough" sID="c56-0129__main__d2e27570"/>And<del eID="c56-0129__main__d2e27570"/><lb n="c56-0129__main__5"/>				
C16_app1116	on you it	On you it	On you it	On you it	On you it
C16_app1117	rests	rests,	rests,	rests,	rests,
C16_app1118	whether I quit for ever	whether I quit for ever	whether I quit for ever	whether I quit for ever	whether I quit for ever
C16_app1119	<lb n="c56-0129__main__6"/>				
C16_app1120	the	the	the	the	the
C16_app1121	habitations	neighbourhood	neighbourhood	neighbourhood	neighbourhood
C16_app1122	of	of	of	of	of
C16_app1123	man	man,	man,	man,	man,
C16_app1124	& lead a	and lead a	and lead a	and lead a	and lead a
C16_app1125	<lb n="c56-0129__main__7"/>				
C16_app1126	harmless	harmless	harmless	harmless	harmless
C16_app1127	life	life,	life,	life,	life,
C16_app1128	or become the scourge	or become the scourge	or become the scourge	or become the scourge	or become the scourge
C16_app1129	<lb n="c56-0129__main__8"/>				
C16_app1130	of your	of your	of your	of your	of your
C16_app1131	fellow creatures,<del rend="strikethrough" sID="c56-0129__main__d2e27585"/>–<del eID="c56-0129__main__d2e27585"/>&	fellow-creatures, and	fellow-creatures, and	fellow-creatures, and	fellow-creatures, and
C16_app1132	the author of your own speedy	the author of your own speedy	the author of your own speedy	the author of your own speedy	the author of your own speedy
C16_app1133	ruin.<milestone unit="tei:p"/><lb n="c56-0129__main__9"/> As	ruin.”<p eID="novel1_letter4_chapter9_div4_div10_p15"/><p sID="novel1_letter4_chapter9_div4_div10_p16"/>As	ruin.”<p eID="novel1_letter4_chapter9_div4_div10_p15"/><p sID="novel1_letter4_chapter9_div4_div10_p16"/>As	ruin.”<p eID="novel1_letter4_chapter9_div4_div9_p15"/><p sID="novel1_letter4_chapter9_div4_div9_p16"/>As	ruin.”<p eID="novel1_letter4_chapter10_div4_div10_p15"/><p sID="novel1_letter4_chapter10_div4_div10_p16"/>As
C16_app1134	he said	he said	he said	he said	he said
C16_app1135	this	this,	this,	this,	this,
C16_app1136	he led the way	he led the way	he led the way	he led the way	he led the way
C16_app1137	<lb n="c56-0129__main__10"/>				
C16_app1138	across the	across the	across the	across the	across the
C16_app1139	ice –I followed –	ice: I followed.	ice: I followed.	ice: I followed.	ice: I followed.
C16_app1140	my heart was	My heart was	My heart was	My heart was	My heart was
C16_app1141	<lb n="c56-0129__main__11"/> full	full,	full,	full,	full,
C16_app1142	and I did not answer	and I did not answer	and I did not answer	and I did not answer	and I did not answer
C16_app1143	him but <lb n="c56-0129__main__12"/><del rend="strikethrough" sID="c56-0129__main__d2e27611"/>when<del eID="c56-0129__main__d2e27611"/><lb n="c56-0129__left_margin__1"/>as	him; but, as	him; but, as	him; but, as	him; but, as
C16_app1144	I	I	I	I	I
C16_app1145	proceeded	proceeded,	proceeded,	proceeded,	proceeded,
C16_app1146	I weighed the various arguments	I weighed the various arguments	I weighed the various arguments	I weighed the various arguments	I weighed the various arguments
C16_app1147	<lb n="c56-0129__main__13"/> which	that	that	that	that
C16_app1148	he had used,	he had used,	he had used,	he had used,	he had used,
C16_app1149	<metamark function="insert">^</metamark><del rend="strikethrough" sID="c56-0129__main__d2e27633"/>I<del eID="c56-0129__main__d2e27633"/><del rend="strikethrough" sID="c56-0129__main__d2e27636"/>felt enclined<del eID="c56-0129__main__d2e27636"/>& I	and	and	and	and
C16_app1150	determined at <lb n="c56-0129__main__14"/><lb n="c56-0129__left_margin__1"/>least to listen to his	determined at least to listen to his	determined at least to listen to his	determined at least to listen to his	determined at least to listen to his
C16_app1151	tale—I	tale. I	tale. I	tale. I	tale. I
C16_app1152	was partly urged	was partly urged	was partly urged	was partly urged	was partly urged
C16_app1153	<lb n="c56-0129__main__15"/>				
C16_app1154	by curiosity, and	by curiosity, and	by curiosity, and	by curiosity, and	by curiosity, and
C16_app1155	compassion	<pb n="031" xml:id="F1818_v2_035"/>compassion	<pb n="031" xml:id="F1818_v2_035"/>compassion	compas<pb n="212" xml:id="F1823_v1_231"/>sion	compassion
C16_app1156	confirmed	confirmed	confirmed	confirmed	confirmed
C16_app1157	<lb n="c56-0129__main__16"/> me.– <del rend="strikethrough" sID="c56-0129__main__d2e27662"/>As<del eID="c56-0129__main__d2e27662"/><del rend="strikethrough" sID="c56-0129__main__d2e27665"/>I was not<del eID="c56-0129__main__d2e27665"/>	my resolution.	my resolution.	my resolution.	my resolution.
C16_app1158	I had hitherto suppos<lb n="c56-0129__main__17"/>ed him to be the murderer of my	I had hitherto supposed him to be the murderer of my	I had hitherto supposed him to be the murderer of my	I had hitherto supposed him to be the murderer of my	I had hitherto supposed him to be the murderer of my
C16_app1159	brother <lb n="c56-0129__main__18"/>	brother,	brother,	brother,	brother,
C16_app1160	and	and	and	and	and
C16_app1161	I wished to find this either confirmed <lb n="c56-0129__main__19"/> or denied<del rend="unmarked" sID="c56-0129__main__d2e27686"/>.<del eID="c56-0129__main__d2e27686"/><lb n="c56-0129__left_margin__1"/>				
C16_app1162	I eagerly sought	I eagerly sought	I eagerly sought	I eagerly sought	I eagerly sought
