App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C16_app323	why	why	why	why	why
C16_app324	<lb n="c56-0121__main__23"/>				
C16_app325	does man boast of sensibilities	does man boast of sensibilities	does man boast of sensibilities	does man boast of sensibilities	does man boast of sensibilities
C16_app326	above <lb n="c56-0121__main__24"/>	superior to	superior to	superior to	superior to
C16_app327	those apparent in the	those apparent in the	those apparent in the	those apparent in the	those apparent in the
C16_app328	brute	brute;	brute;	brute;	brute;
C16_app329	it only	it only	it only	it only	it only
C16_app330	<lb n="c56-0121__main__25"/>				<pb n="82" xml:id="F1831_v_098"/>renders
C16_app331	renders	renders	renders	renders	
C16_app332	them more	them more	them more	them more	them more
C16_app333	<shi rend="underline">necessary</shi>	necessary	necessary	necessary	necessary
C16_app334	beings.	beings.	beings.	beings.	beings.
C16_app335	Hunger <lb n="c56-0121__main__26"/>& desire and				
C16_app336	If our impulses were	If our impulses were	If our impulses were	If our impulses were	If our impulses were
C16_app337	<lb n="c56-0121__main__27"/>				
C16_app338	confined to	confined to	confined to	confined to	confined to
C16_app339	hunger thirst	hunger, thirst,	hunger, thirst,	hunger, thirst,	hunger, thirst,
C16_app340	and	and	and	and	and
C16_app341	desire <lb n="c56-0121__main__28"/>	desire,	desire,	desire,	desire,
C16_app342	we might be	we might be	we might be	we might be	we might be
C16_app343	<del rend="strikethrough" sID="c56-0121__main__d2e25683"/>more<del eID="c56-0121__main__d2e25683"/>nearly free	nearly free;	nearly free;	nearly free;	nearly free;
C16_app344	but now	but now	but now	but now	but now
C16_app345	<lb n="c56-0121__main__29"/>				
C16_app346	we are moved by every wind that	we are moved by every wind that	we are moved by every wind that	we are moved by every wind that	we are moved by every wind that
C16_app347	<lb n="c56-0121__main__30"/> blows	blows,	blows,	blows,	blows,
C16_app348	&	and	and	and	and
C16_app349	by every <del rend="strikethrough" sID="c56-0121__main__d2e25694"/>sc<del eID="c56-0121__main__d2e25694"/>	a	a	a	a
C16_app350	chance	chance	chance	chance	chance
C16_app351	<del rend="strikethrough" sID="c56-0121__main__d2e25698"/>work<del eID="c56-0121__main__d2e25698"/>				
C16_app352	word or<lb n="c56-0122__main__1"/> scene that that	word or scene that that	word or scene that that	word or scene that that	word or scene that that
C16_app353	wind	word	word	word	word
C16_app354	may convey to	may convey to	may convey to	may convey to	may convey to
C16_app355	<lb n="c56-0122__main__2"/> us<milestone spanTo="#c56-0122.01" unit="tei:lg"/><lb n="c56-0122__main__3"/> We rest,	us.<p eID="novel1_letter4_chapter9_div4_div10_p3"/><lg sID="novel1_letter4_chapter9_div4_div10_lg1"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l1"/>We rest;	us.<p eID="novel1_letter4_chapter9_div4_div10_p3"/><lg sID="novel1_letter4_chapter9_div4_div10_lg1"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l1"/>We rest;	us.<p eID="novel1_letter4_chapter9_div4_div9_p3"/><lg sID="novel1_letter4_chapter9_div4_div9_lg1"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l1"/>We rest;	us.<p eID="novel1_letter4_chapter10_div4_div10_p3"/><lg sID="novel1_letter4_chapter10_div4_div10_lg1"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l1"/>We rest;
C16_app356	A dream has power to poison	a dream has power to poison	a dream has power to poison	a dream has power to poison	a dream has power to poison
C16_app357	<lb n="c56-0122__main__4"/><metamark>L</metamark> sleep <lb n="c56-0122__main__5"/> We rise	sleep.<l eID="novel1_letter4_chapter9_div4_div10_lg1_l1"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l2"/>We rise;	sleep.<l eID="novel1_letter4_chapter9_div4_div10_lg1_l1"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l2"/>We rise;	sleep.<l eID="novel1_letter4_chapter9_div4_div9_lg1_l1"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l2"/>We rise;	sleep.<l eID="novel1_letter4_chapter10_div4_div10_lg1_l1"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l2"/>We rise;
C16_app358	one	one	one	one	one
C16_app359	wandering	wand’ring	wand’ring	wand’ring	wand’ring
C16_app360	thought pollutes	thought pollutes	thought pollutes	thought pollutes	thought pollutes
C16_app361	<lb n="c56-0122__main__6"/>				
C16_app362	the	the	the	the	the
C16_app363	day <lb n="c56-0122__main__7"/> We feel	day.<l eID="novel1_letter4_chapter9_div4_div10_lg1_l2"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l3"/>We feel,	day.<l eID="novel1_letter4_chapter9_div4_div10_lg1_l2"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l3"/>We feel,	day.<l eID="novel1_letter4_chapter9_div4_div9_lg1_l2"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l3"/>We feel,	day.<l eID="novel1_letter4_chapter10_div4_div10_lg1_l2"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l3"/>We feel,
C16_app364	conceive, or	conceive, or	conceive, or	conceive, or	conceive, or
C16_app365	reason –	reason;	reason;	reason;	reason;
C16_app366	laugh	laugh,	laugh,	laugh	laugh
C16_app367	or	or	or	or	or
C16_app368	weep <lb n="c56-0122__main__8"/> Embrace	weep,<l eID="novel1_letter4_chapter9_div4_div10_lg1_l3"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l4"/>Embrace	weep,<l eID="novel1_letter4_chapter9_div4_div10_lg1_l3"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l4"/>Embrace	weep,<l eID="novel1_letter4_chapter9_div4_div9_lg1_l3"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l4"/>Embrace	weep,<l eID="novel1_letter4_chapter10_div4_div10_lg1_l3"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l4"/>Embrace
C16_app369	fond	fond	fond	fond	fond
C16_app370	woe	woe,	woe,	woe,	woe,
C16_app371	or cast our cares	or cast our cares	or cast our cares	or cast our cares	or cast our cares
C16_app372	<lb n="c56-0122__main__9"/> away<milestone spanTo="#c56-0122.02" unit="tei:lg"/><lb n="c56-0122__main__10"/> It	away;<l eID="novel1_letter4_chapter9_div4_div10_lg1_l4"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l5"/>It	away;<l eID="novel1_letter4_chapter9_div4_div10_lg1_l4"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l5"/>It	away;<l eID="novel1_letter4_chapter9_div4_div9_lg1_l4"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l5"/>It	away;<l eID="novel1_letter4_chapter10_div4_div10_lg1_l4"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l5"/>It
C16_app373	is the	is the	is the	is the	is the
C16_app374	same –for	same: for,	same: for,	same: for,	same: for,
C16_app375	be it joy or	be it joy or	be it joy or	be it joy or	be it joy or
C16_app376	sorrow <lb n="c56-0122__main__11"/> The	sorrow,<l eID="novel1_letter4_chapter9_div4_div10_lg1_l5"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l6"/>The	sorrow,<l eID="novel1_letter4_chapter9_div4_div10_lg1_l5"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l6"/>The	sorrow,<l eID="novel1_letter4_chapter9_div4_div9_lg1_l5"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l6"/>The	sorrow,<l eID="novel1_letter4_chapter10_div4_div10_lg1_l5"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l6"/>The
C16_app377	path of its departure still is	path of its departure still is	path of its departure still is	path of its departure still is	path of its departure still is
C16_app378	free <lb n="c56-0122__main__12"/> Mans	free.<l eID="novel1_letter4_chapter9_div4_div10_lg1_l6"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l7"/>Man’s	free.<l eID="novel1_letter4_chapter9_div4_div10_lg1_l6"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l7"/>Man’s	free.<l eID="novel1_letter4_chapter9_div4_div9_lg1_l6"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l7"/>Man’s	free.<l eID="novel1_letter4_chapter10_div4_div10_lg1_l6"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l7"/>Man’s
C16_app379	yesterday may	yesterday may	yesterday may	yesterday may	yesterday may
C16_app380	ne'er	ne’er	ne’er	ne’er	ne’er
C16_app381	be like <lb n="c56-0122__main__13"/>his	be like his	be like his	be like his	be like his
C16_app382	morrow <lb n="c56-0122__main__14"/> Nought	morrow;<l eID="novel1_letter4_chapter9_div4_div10_lg1_l7"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l8"/>Nought	morrow;<l eID="novel1_letter4_chapter9_div4_div10_lg1_l7"/><l sID="novel1_letter4_chapter9_div4_div10_lg1_l8"/>Nought	morrow;<l eID="novel1_letter4_chapter9_div4_div9_lg1_l7"/><l sID="novel1_letter4_chapter9_div4_div9_lg1_l8"/>Nought	morrow;<l eID="novel1_letter4_chapter10_div4_div10_lg1_l7"/><l sID="novel1_letter4_chapter10_div4_div10_lg1_l8"/>Nought
C16_app383	may endure but	may endure but	may endure but	may endure but	may endure but
C16_app384	mutability.<milestone unit="tei:p"/><lb n="c56-0122__main__15"/> It	mutability!<l eID="novel1_letter4_chapter9_div4_div10_lg1_l8"/><lg eID="novel1_letter4_chapter9_div4_div10_lg1"/><p sID="novel1_letter4_chapter9_div4_div10_p4"/><pb n="021" xml:id="F1818_v2_025"/>It	mutability!<l eID="novel1_letter4_chapter9_div4_div10_lg1_l8"/><lg eID="novel1_letter4_chapter9_div4_div10_lg1"/><note sID="novel1_letter4_chapter9_div4_div10_note1"/>Shelley’s Poems.—“On Mutability.”<note eID="novel1_letter4_chapter9_div4_div10_note1"/><p sID="novel1_letter4_chapter9_div4_div10_p4"/><pb n="021" xml:id="F1818_v2_025"/>It	mutability!<l eID="novel1_letter4_chapter9_div4_div9_lg1_l8"/><lg eID="novel1_letter4_chapter9_div4_div9_lg1"/><p sID="novel1_letter4_chapter9_div4_div9_p4"/><pb n="202" xml:id="F1823_v1_221"/>It	mutability!<l eID="novel1_letter4_chapter10_div4_div10_lg1_l8"/><lg eID="novel1_letter4_chapter10_div4_div10_lg1"/><p sID="novel1_letter4_chapter10_div4_div10_p4"/>It
C16_app385	was	was	was	was	was
C16_app386		nearly	nearly	nearly	nearly
C16_app387	noon when I arrived at the	noon when I arrived at the	noon when I arrived at the	noon when I arrived at the	noon when I arrived at the
C16_app388	<lb n="c56-0122__main__16"/>				
C16_app389	top of the	top of the	top of the	top of the	top of the
C16_app390	<del rend="strikethrough" sID="c56-0122__main__d2e25769"/>mountain<del eID="c56-0122__main__d2e25769"/>ascent.	ascent.	ascent.	ascent.	ascent.
C16_app391	For some time I	For some time I	For some time I	For some time I	For some time I
C16_app392	<lb n="c56-0122__main__17"/>				
C16_app393	sat upon the	sat upon the	sat upon the	sat upon the	sat upon the
C16_app394	<del rend="strikethrough" sID="c56-0122__main__d2e25778"/>the<del eID="c56-0122__main__d2e25778"/>				
C16_app395	rock that overlooks	rock that overlooks	rock that overlooks	rock that overlooks	rock that overlooks
C16_app396	<lb n="c56-0122__main__18"/>				
C16_app397	the sea of ice. A mist covered both	the sea of ice. A mist covered both	the sea of ice. A mist covered both	the sea of ice. A mist covered both	the sea of ice. A mist covered both
C16_app398	<lb n="c56-0122__main__19"/>				
C16_app399	that and the surrounding	that and the surrounding	that and the surrounding	that and the surrounding	that and the surrounding
C16_app400	untains <lb n="c56-0122__main__20"/>	mountains.	mountains.	mountains.	mountains.
C16_app401	Presently a breeze dissipated the	Presently a breeze dissipated the	Presently a breeze dissipated the	Presently a breeze dissipated the	Presently a breeze dissipated the
C16_app402	mist <lb n="c56-0122__main__21"/>	cloud,	cloud,	cloud,	cloud,
C16_app403	and I descended	and I descended	and I descended	and I descended	and I descended
C16_app404	on	upon	upon	upon	upon
C16_app405	the	the	the	the	the
C16_app406	<del rend="strikethrough" sID="c56-0122__main__d2e25801"/>ice<del eID="c56-0122__main__d2e25801"/>glacier. It is in<del rend="strikethrough" sID="c56-0122__main__d2e25813"/>s<del eID="c56-0122__main__d2e25813"/>tersper<lb n="c56-0122__main__22"/>sed with rifts –	glacier.	glacier.	glacier.	glacier.
C16_app407	The surface is very	The surface is very	The surface is very	The surface is very	The surface is very
C16_app408	uneven <lb n="c56-0122__main__23"/>	uneven,	uneven,	uneven,	uneven,
C16_app409	rising like the waves of a troubled sea,	rising like the waves of a troubled sea,	rising like the waves of a troubled sea,	rising like the waves of a troubled sea,	rising like the waves of a troubled sea,
C16_app410	<lb n="c56-0122__main__24"/> decending <del rend="strikethrough" sID="c56-0122__main__d2e25827"/>tow<del eID="c56-0122__main__d2e25827"/>	descending	descending	descending	descending
C16_app411	low, &	low, and	low, and	low, and	low, and
C16_app412	in<mdel>s</mdel>terspered	interspersed	interspersed	interspersed	interspersed
C16_app413	by rifts	by rifts	by rifts	by rifts	by rifts
C16_app414	<lb n="c56-0122__main__25"/>				
C16_app415	that sink	that sink	that sink	that sink	that sink
C16_app416	deep—	deep.	deep.	deep.	deep.
C16_app417	The	The	The	The	The
C16_app418	<del rend="strikethrough" sID="c56-0122__main__d2e25843"/>width of the<del eID="c56-0122__main__d2e25843"/>field	field	field	field	field
C16_app419	of<lb n="c56-0122__main__26"/> ice is	of ice is	of ice is	of ice is	of ice is
C16_app420	<del rend="strikethrough" sID="c56-0122__main__d2e25853"/>nearly<del eID="c56-0122__main__d2e25853"/>	almost	almost	almost	almost
C16_app421	a	a	a	a	a
C16_app422	<del rend="strikethrough" sID="c56-0122__main__d2e25856"/>lege<del eID="c56-0122__main__d2e25856"/> league,<metamark>^</metamark>in	league in	league in	league in	league in
C16_app423	width, but I	width, but I	width, but I	width, but I	width, but I
C16_app424	was <lb n="c56-0122__main__27"/>	spent	spent	spent	spent
C16_app425	nearly two hours in crossing	nearly two hours in crossing	nearly two hours in crossing	nearly two hours in crossing	nearly two hours in crossing
C16_app426	it – Theoppo<lb n="c56-0122__main__28"/>site<del rend="strikethrough" sID="c56-0122__main__d2e25883"/>t<del eID="c56-0122__main__d2e25883"/>	it. The opposite	it. The opposite	it. The opposite	it. The opposite
C16_app427	mountain is a bare perpendicu<lb n="c56-0122__main__29"/>lar	mountain is a bare perpendicular	mountain is a bare perpendicular	mountain is a bare perpendicular	mountain is a bare perpendicular
C16_app428	rock.–From that	rock. From the	rock. From the	rock. From the	rock. From the
C16_app429	side where I now	side where I now	side where I now	side where I now	side where I now
C16_app430	<lb n="c56-0122__main__30"/>				
C16_app431	stood Montanvert was exactly	stood Montanvert was exactly	stood Montanvert was exactly	stood Montanvert was exactly	stood Montanvert was exactly
C16_app432	opposite <lb n="c56-0122__main__31"/>	opposite,	opposite,	opposite,	opposite,
C16_app433	at the distance of a	at the distance of a	at the distance of a	at the distance of a	at the distance of a
C16_app434	league	league;	league;	league;	league;
C16_app435	and above<lb n="c56-0123__main__1"/>	and above	and above	and above	and above
C16_app436	I should listen to the dæmon – my <lb n="c56-0123__main__2"/> feelings were ag<shi rend="underline">ainst</shi> it but the <lb n="c56-0123__main__3"/> misery he expressed had al<del rend="strikethrough" sID="c56-0123__main__d2e25917"/>l<del eID="c56-0123__main__d2e25917"/>ready <lb n="c56-0123__main__4"/> moved my compassion and I thought <lb n="c56-0123__main__5"/> the least justice I could shew would <lb n="c56-0123__main__6"/> be to listen to to his tale.<milestone unit="tei:p"/><lb n="c56-0123__main__7"/> We entered the hut – the monster <lb n="c56-0123__main__8"/> lighted a fire and sitting by it he <lb n="c56-0123__main__9"/> began thus.<lb n="c56-0123__main__10"/>				
C16_app437	it rose Mont	it rose Mont	it rose Mont	it rose Mont	it rose Mont
C16_app438	Blanc	Blanc,	Blanc,	Blanc,	Blanc,
C16_app439	in awful majesty. I re<lb n="c56-0123__main__11"/>mained in a recess of the	in awful majesty. I remained in a recess of the	in awful majesty. I remained in a recess of the	in awful majesty. I remained in a recess of the	in awful majesty. I remained in a recess of the
C16_app440	rock	rock,	rock,	rock,	rock,
C16_app441	gazing on	gazing on	gazing on	gazing on	gazing on
C16_app442	<lb n="c56-0123__main__12"/>				
C16_app443	this wonderful &	this wonderful and	this wonderful and	this wonderful and	this wonderful and
C16_app444	stupedous scene – <lb n="c56-0123__left_margin__1"/>	stupendous scene.	stupendous scene.	stupendous scene.	stupendous scene.
C16_app445	the	The	The	The	The
C16_app446	sea	sea,	sea,	sea,	sea,
C16_app447	or	or	or	or	or
C16_app448	<lb n="c56-0123__left_margin__2"/>				
C16_app449	rather the vast river of	rather the vast river of	rather the vast river of	rather the vast river of	rather the vast river of
C16_app450	<lb n="c56-0123__left_margin__3"/>				
C16_app451	ice, wound among	ice, wound among	ice, wound among	ice, wound among	ice, wound among
C16_app452	<lb n="c56-0123__left_margin__4"/><del rend="strikethrough" sID="c56-0123__left_margin__d2e25969"/>the<del eID="c56-0123__left_margin__d2e25969"/>				
C16_app453	its	its	its	its	its
C16_app454	dependant <lb n="c56-0123__left_margin__5"/> mountains	dependent	dependent	dependent	dependent
C16_app455		mountains,	mountains,	mountains,<pb n="203" xml:id="F1823_v1_222"/>whose	mountains,
C16_app456	whose	<pb n="022" xml:id="F1818_v2_026"/>whose	<pb n="022" xml:id="F1818_v2_026"/>whose		whose
C16_app457	<lb n="c56-0123__left_margin__6"/>	aërial	aërial	aërial	
C16_app458	aerial				aerial
C16_app459	summits	summits	summits	summits	summits
C16_app460	<lb n="c56-0123__left_margin__7"/>				
C16_app461	hung over its	hung over its	hung over its	hung over its	hung over its
C16_app462	<lb n="c56-0123__left_margin__8"/>				
C16_app463	recesses.	recesses.	recesses.	recesses.	recesses.
C16_app464	Thier <lb n="c56-0123__left_margin__9"/>	Their	Their	Their	Their
C16_app465	icy & glittering	icy and glittering	icy and glittering	icy and glittering	icy and glittering
C16_app466	<lb n="c56-0123__left_margin__10"/>				
C16_app467	peaks shone	peaks shone	peaks shone	peaks shone	peaks shone
C16_app468	<lb n="c56-0123__left_margin__11"/>				
C16_app469	in	in	in	in	in
C16_app470		the	the	the	the
C16_app471	sunlight	sunlight	sunlight	sunlight	sunlight
C16_app472	<lb n="c56-0123__left_margin__12"/>				
C16_app473	over the clouds. My	over the clouds. My	over the clouds. My	over the clouds. My	over the clouds. My
C16_app474	heart <lb n="c56-0123__main__13"/> before<del rend="strikethrough" sID="c56-0123__main__d2e26006"/>sad<del eID="c56-0123__main__d2e26006"/>which	heart, which	heart, which	heart, which	heart, which
C16_app475	was	was	was	was	was
C16_app476	sorrowful<mdel>ly</mdel>,	before sorrowful,	before sorrowful,	before sorrowful,	before sorrowful,
C16_app477	now swelled with	now swelled with	now swelled with	now swelled with	now swelled with
C16_app478	somthing	something	something	something	something
C16_app479	like	like	like	like	like
C16_app480	<lb n="c56-0123__main__14"/> joy <del rend="strikethrough" sID="c56-0123__main__d2e26018"/>I clas<del eID="c56-0123__main__d2e26018"/>	joy;	joy;	joy;	joy;
C16_app481	I	I	I	I	I
C16_app482	exclaimed – Wandering	exclaimed—“Wandering	exclaimed—“Wandering	exclaimed—“Wandering	exclaimed—“Wandering
C16_app483	spirits,	spirits,	spirits,	spirits,	spirits,
C16_app484	<lb n="c56-0123__main__15"/>				
C16_app485	if indeed ye	if indeed ye	if indeed ye	if indeed ye	if indeed ye
C16_app486	wander	wander,	wander,	wander,	wander,
C16_app487	and do not rest in	and do not rest in	and do not rest in	and do not rest in	and do not rest in
C16_app488	<lb n="c56-0123__main__16"/>				
C16_app489	your narrow beds, allow me this faint	your narrow beds, allow me this faint	your narrow beds, allow me this faint	your narrow beds, allow me this faint	your narrow beds, allow me this faint
C16_app490	<lb n="c56-0123__main__17"/> happiness	happiness,	happiness,	happiness,	happiness,
C16_app491	or take	or take	or take	or take	or take
C16_app492	me	me,	me,	me,	me,
C16_app493	as your	as your	as your	as your	as your
C16_app494	compa<lb n="c56-0123__main__18"/>nion	companion,	companion,	companion,	companion,
C16_app495	away from the joys of	away from the joys of	away from the joys of	away from the joys of	away from the joys of
C16_app496	life." As	life.”<p eID="novel1_letter4_chapter9_div4_div10_p4"/><p sID="novel1_letter4_chapter9_div4_div10_p5"/>As	life.”<p eID="novel1_letter4_chapter9_div4_div10_p4"/><p sID="novel1_letter4_chapter9_div4_div10_p5"/>As	life.”<p eID="novel1_letter4_chapter9_div4_div9_p4"/><p sID="novel1_letter4_chapter9_div4_div9_p5"/>As	life.”<p eID="novel1_letter4_chapter10_div4_div10_p4"/><p sID="novel1_letter4_chapter10_div4_div10_p5"/>As
C16_app497	I	I	I	I	I
C16_app498	<lb n="c56-0123__main__19"/>				
C16_app499	said	said	said	said	said
C16_app500	this	this,	this,	this,	this,
C16_app501	I suddenly beheld	I suddenly beheld	I suddenly beheld	I suddenly beheld	I suddenly beheld
C16_app502	<mdel>a</mdel><del rend="strikethrough" sID="c56-0123__main__d2e26041"/>human<del eID="c56-0123__main__d2e26041"/>the<lb n="c56-0123__main__20"/>	the	the	the	the
C16_app503	figure of a	figure of a	figure of a	figure of a	figure of a
C16_app504	man	man,	man,	man,	man,
C16_app505	at some	at some	at some	at some	at some
C16_app506	distance	distance,	distance,	distance,	distance,
C16_app507	advancing	advancing	advancing	advancing	advancing
C16_app508	<lb n="c56-0123__main__21"/>				
C16_app509	towards me with superhuman	towards me with superhuman	towards me with superhuman	towards me with superhuman	towards me with superhuman
C16_app510	speed— <lb n="c56-0123__main__22"/>	speed.	speed.	speed.	speed.
C16_app511	He bounded over the crevices in the	He bounded over the crevices in the	He bounded over the crevices in the	He bounded over the crevices in the	He bounded over the crevices in the
C16_app512	<lb n="c56-0123__main__23"/> ice <mdel>by</mdel>among	ice, among	ice, among	ice, among	ice, among
C16_app513	which I had walked with	which I had walked with	which I had walked with	which I had walked with	which I had walked with
C16_app514	caution, <lb n="c56-0123__main__24"/>	caution;	caution;	caution;	caution;
C16_app515	his	his	his	his	his
C16_app516	stature	stature	stature	stature	stature,
C16_app517	also	also,	also,	also,	also,
C16_app518	as he	as he	as he	as he	as he
C16_app519	approached seem <lb n="c56-0123__main__25"/> ed	approached, seemed	approached, seemed	approached, seemed	approached, seemed
C16_app520	to exceed that of	to exceed that of	to exceed that of	to exceed that of	to exceed that of
C16_app521	man –I	man. I	man. I	man. I	man. I
C16_app522	was	was	was	was	was
C16_app523	<lb n="c56-0123__main__26"/> troubled —	troubled:	troubled:	troubled:	troubled:
C16_app524	a mist	a mist	a mist	a mist	a mist
C16_app525	covered	came over	came over	came over	came over
C16_app526	my	my	my	my	my
C16_app527	eyes	eyes,	eyes,	eyes,	eyes,
C16_app528	and	and	and	and	and
C16_app529	<lb n="c56-0123__main__27"/>				
C16_app530	I felt	I felt	I felt	I felt	I felt
C16_app531	<del rend="strikethrough" sID="c56-0123__main__d2e26080"/>ready to pa faint<del eID="c56-0123__main__d2e26080"/>faintness seize me. –	a faintness seize me; but I was quickly restored by	a faintness seize me; but I was quickly restored by	a faintness seize me; but I was quickly restored by	a faintness seize me; but I was quickly restored by
C16_app532	The cold	the cold	the cold	the cold	the cold
C16_app533	breeze <lb n="c56-0123__main__28"/>	gale	gale	gale	gale
C16_app534	of the	of the	of the	of the	of the
C16_app535	mountains quickly restored me. <lb n="c56-0123__main__29"/><del rend="strikethrough" sID="c56-0123__main__d2e26092"/>But<del eID="c56-0123__main__d2e26092"/>	mountains.	mountains.	mountains.	mountains.
C16_app536	I	I	I	I	I
C16_app537	perceived	perceived,	perceived,	perceived,	perceived,
C16_app538	as	as	as	as	as
C16_app539	<mdel>he</mdel>the	the	the	the	the
C16_app540	shape came	shape came	shape came	shape came	shape came
C16_app541	nearer<lb n="c56-0124__main__1"/>	nearer,	nearer,	nearer,	nearer
C16_app542	(<del rend="strikethrough" sID="c56-0124__main__d2e26114"/>oh<del eID="c56-0124__main__d2e26114"/> sight	(sight	(sight	(sight	(sight
C16_app543	tremendous	<pb n="023" xml:id="F1818_v2_027"/>tremendous	<pb n="023" xml:id="F1818_v2_027"/>tremendous	tre<pb n="204" xml:id="F1823_v1_223"/>mendous	tremendous
C16_app544	and	and	and	and	and
C16_app545	abhorred)	abhorred!)	abhorred!)	abhorred!)	<pb n="83" xml:id="F1831_v_099"/>abhorred!)
C16_app546	that it	that it	that it	that it	that it
C16_app547	<lb n="c56-0124__main__2"/>				
C16_app548	was the wretch whom I	was the wretch whom I	was the wretch whom I	was the wretch whom I	was the wretch whom I
C16_app549	had <del rend="strikethrough" sID="c56-0124__main__d2e26119"/>cr<del eID="c56-0124__main__d2e26119"/> created and <lb n="c56-0124__main__3"/> who				
C16_app550	had	had	had	had	had
C16_app551	caused me such deep misery.	created.	created.	created.	created.
C16_app552	I	I	I	I	I
C16_app553	<lb n="c56-0124__main__4"/>				
C16_app554	trembled with rage	trembled with rage	trembled with rage	trembled with rage	trembled with rage
C16_app555	<del rend="strikethrough" sID="c56-0124__main__d2e26131"/>an<del eID="c56-0124__main__d2e26131"/>				
C16_app556	and	and	and	and	and
C16_app557	horror <del next="#c56-0124.03" rend="strikethrough" sID="c56-0124__main__d2e26134"/>determin<del eID="c56-0124__main__d2e26134"/>I<lb n="c56-0124__main__5"/><del rend="strikethrough" sID="c56-0124__main__d2e26143" xml:id="c56-0124.03"/>ing<del eID="c56-0124__main__d2e26143"/>resolv<mdel>in</mdel>ed<del rend="unmarked" sID="c56-0124__main__d2e26157"/>g<del eID="c56-0124__main__d2e26157"/>	horror, resolving	horror, resolving	horror, resolving	horror, resolving
C16_app558	to wait his	to wait his	to wait his	to wait his	to wait his
C16_app559	approach&	approach, and	approach, and	approach, and	approach, and
C16_app560	then close	then close	then close	then close	then close
C16_app561	<lb n="c56-0124__main__6"/>				
C16_app562	with him in mortal combat. He ap<lb n="c56-0124__main__7"/>proached;	with him in mortal combat. He approached;	with him in mortal combat. He approached;	with him in mortal combat. He approached;	with him in mortal combat. He approached;
C16_app563	I <del rend="strikethrough" sID="c56-0124__main__d2e26172"/>saw again that form from which<del eID="c56-0124__main__d2e26172"/><lb n="c56-0124__main__8"/><del rend="strikethrough" sID="c56-0124__main__d2e26177"/>I<del eID="c56-0124__main__d2e26177"/>				
C16_app564	His countenance bespoke bitter	his countenance bespoke bitter	his countenance bespoke bitter	his countenance bespoke bitter	his countenance bespoke bitter
C16_app565	anguish <lb n="c56-0124__main__9"/>	anguish,	anguish,	anguish,	anguish,
C16_app566	combined with	combined with	combined with	combined with	combined with
C16_app567	d<mdel>e</mdel>isdain	disdain	disdain	disdain	disdain
C16_app568	and	and	and	and	and
C16_app569	malignancy. <lb n="c56-0124__main__10"/>	malignity, while its unearthly ugliness rendered it almost too horrible for human eyes.	malignity, while its unearthly ugliness rendered it almost too horrible for human eyes.	malignity, while its unearthly ugliness rendered it almost too horrible for human eyes.	malignity, while its unearthly ugliness rendered it almost too horrible for human eyes.
C16_app570	But I	But I	But I	But I	But I
C16_app571	<del rend="strikethrough" sID="c56-0124__main__d2e26199"/>hardly<del eID="c56-0124__main__d2e26199"/><metamark function="insert">^</metamark>scarcely	scarcely	scarcely	scarcely	scarcely
C16_app572	observed	observed	observed	observed	observed
C16_app573	this–anger	this;	this;	this;	this;
C16_app574		anger	anger	anger	rage
C16_app575	and hatred	and hatred	and hatred	and hatred	and hatred
C16_app576	<lb n="c56-0124__main__11"/><del rend="strikethrough" sID="c56-0124__main__d2e26214"/>at f<del eID="c56-0124__main__d2e26214"/>				
C16_app577	had at first deprived me of	had at first deprived me of	had at first deprived me of	had at first deprived me of	had at first deprived me of
C16_app578	utterance <lb n="c56-0124__main__12"/>	utterance,	utterance,	utterance,	utterance,
C16_app579	and I recovered only to overwhelm him	and I recovered only to overwhelm him	and I recovered only to overwhelm him	and I recovered only to overwhelm him	and I recovered only to overwhelm him
C16_app580	<lb n="c56-0124__main__13"/>				
